-3.312377310233728927e-03,-1.913131734367064598e-04,-2.771456521048792920e-03
1.787421081768168774e-02,-2.472435162096676964e-02,4.108523549901486882e-02
2.395035743673402939e-02,-3.335597432713302557e-02,4.207581649489563341e-02
2.973163615916960337e-02,-4.076633514516687928e-02,4.294580148768085276e-02
2.799218653525700762e-02,-3.868590560202762180e-02,4.321521808828966693e-02
8.492027630573224795e-03,-6.452710315629933691e-02,2.423469929008825741e-03
-1.008916715660608358e-02,-9.020353242340084510e-02,-3.788416506458271160e-02
-2.787685265393724868e-02,-7.565814431313049038e-02,8.753225432849491387e-04
-4.415844538001223452e-02,-6.192184481866250950e-02,3.791117642807708549e-02
-4.082120798404216544e-02,-4.202725414460989350e-02,3.570764555562437603e-02
-1.134352150087007162e-02,-8.018689806134330147e-03,1.296201004289811165e-02
1.559674687327024245e-02,2.266373498024644093e-02,-7.244333679152305076e-03
1.866183778867073345e-02,-3.335564656043275844e-02,-3.404135562240507163e-03
2.138149116034339034e-02,-8.633507443533659786e-02,1.716894220816614673e-04
2.727485178086300199e-02,-8.390985539292118711e-02,2.947021570375058658e-02
3.272421825366399889e-02,-8.180840139160876212e-02,5.738257438712491415e-02
3.977441661019853747e-02,-7.623708639052301228e-02,4.866284172106428996e-02
4.602143581389506882e-02,-7.137049552250777917e-02,4.038368650823161154e-02
3.424937180871271553e-02,-1.178411137959490401e-01,3.654163239378672295e-02
4.787599748937999139e-02,-1.330245922058951036e-01,8.276341271891027307e-02
6.059736582833325641e-02,-1.482071092500072129e-01,1.288084691060984444e-01
5.332619283957156647e-02,-1.015406882630066482e-01,1.335005341407013435e-01
5.860735666960845830e-02,-9.883315673106490840e-02,1.373935992075732693e-01
5.036447972348719049e-02,-1.359822556028795204e-01,1.403491215084419763e-01
4.218330919048027261e-02,-1.736882975399866025e-01,1.437069114458819352e-01
3.336338102756779972e-02,-1.704501306667375593e-01,9.256797425554762204e-02
2.477138919500040254e-02,-1.677833066364192438e-01,4.073267478924837148e-02
1.775474165623950815e-02,-1.527462871028993641e-01,9.550579958424014471e-02
3.132127252233365272e-02,-9.906000693668809420e-02,8.764565577586076739e-02
4.343433065027939993e-02,-5.117910333103001946e-02,8.120694211552290098e-02
4.309233812106148115e-02,-1.027488259468809784e-01,8.763405623360463748e-02
4.311517346916933502e-02,-1.509073147133402348e-01,9.370678056416729962e-02
6.024989416052494579e-02,-1.665781112372633210e-01,1.015799039592590741e-01
5.283436740598890929e-02,-1.559233357099665818e-01,1.263604676716625630e-01
4.625360284774558683e-02,-1.460488260856846743e-01,1.497772800465348719e-01
5.284847970712978904e-02,-1.652248663826176578e-01,1.900213417106472735e-01
5.900942580122370967e-02,-1.844597281245468068e-01,2.308994414350852287e-01
6.432033657028973783e-02,-2.036439833894101159e-01,2.724582366365674857e-01
5.875015803421874960e-02,-1.791419832110502097e-01,3.153192632906820503e-01
4.457647297835329314e-02,-1.486361190681344535e-01,3.663142004762002246e-01
3.135420011386680361e-02,-1.194630819362416663e-01,4.156759897196088960e-01
6.234263415388984625e-02,-1.030165254007922165e-01,3.926022374231453727e-01
8.997573334792539901e-02,-8.830123989568923470e-02,3.714751135814779448e-01
1.012198723024761299e-01,-1.037640196311540308e-01,4.024058812413618402e-01
9.965561491212193701e-02,-1.004135994449346925e-01,4.074813751754413627e-01
9.820030176588802340e-02,-9.715767775452764654e-02,4.124200609488232194e-01
1.048614976340229987e-01,-1.041744398373918162e-01,4.211506738785699699e-01
1.193847630982273755e-01,-6.760151863866369071e-02,4.175475255254182949e-01
1.319311497957101620e-01,-3.605933025634319028e-02,4.147508751317295350e-01
1.038157772027846759e-01,-8.501951375338419326e-02,4.180434363153705535e-01
8.445330058608616075e-02,-7.901169059222500068e-02,3.955543406992750310e-01
6.672700580052937092e-02,-7.350661547563211440e-02,3.742869046341056327e-01
6.411065160544258956e-02,-6.655271229853680637e-02,3.824854980787974479e-01
5.531565595349050707e-02,-4.845417649908265179e-02,4.357693341926335284e-01
4.720742184150433091e-02,-3.056337184307515720e-02,4.886511543919709322e-01
4.637088973288315541e-02,-2.978498825045836074e-02,4.836365254603508523e-01
4.518875966656223098e-02,-2.925528062920983163e-02,4.788346012664977946e-01
4.075619760397741070e-02,-2.393267551862003975e-02,5.285753062353171217e-01
1.416832918631073628e-02,-2.235251446727010496e-02,4.976673274192720542e-01
7.308301760233293538e-03,-7.163570349894463063e-02,5.177840158140686322e-01
8.302158456235421424e-04,-1.179245746392172528e-01,5.372361058584215199e-01
-1.245056020316049825e-02,-8.671702133204427232e-02,5.606657682170321788e-01
-2.425810258286363943e-02,-5.852697556100175391e-02,5.822684645894933286e-01
-2.243929136371816332e-02,-5.580870399365155110e-02,5.823967031199919209e-01
-1.828712898620914531e-02,-1.662649389679849918e-02,6.214860614208027600e-01
-1.399040093039298147e-02,2.166043139513037369e-02,6.605732181565893146e-01
-4.523579749916623385e-03,1.724152652551956544e-02,6.580063625241416858e-01
6.108818149471846592e-03,1.390071793146536831e-02,6.207485869055321404e-01
1.582307419759608480e-02,1.085857060709069163e-02,5.849756855499893549e-01
1.773078299661771245e-02,8.546186599191728239e-03,5.811040141742055409e-01
