1.380000000000000000e+03,1.210619508434454192e-02
1.380000000000000000e+03,1.316154316138273307e-02
1.380000000000000000e+03,-2.474905707201749058e-02
1.380000000000000000e+03,-6.318629182884805129e-02
1.380000000000000000e+03,-1.848229811164264214e-01
1.380000000000000000e+03,-2.842514323298458989e-01
1.380000000000000000e+03,-2.707874353242641363e-01
1.380000000000000000e+03,-2.724297483898888705e-01
1.380000000000000000e+03,-2.713491296949511744e-01
1.380000000000000000e+03,-2.965580924038156985e-01
1.380000000000000000e+03,-3.147001551570833278e-01
1.380000000000000000e+03,-4.569008140438163834e-01
1.380000000000000000e+03,-5.934954304758210952e-01
1.380000000000000000e+03,-7.421185166605395178e-01
1.380000000000000000e+03,-6.056392519724551615e-01
1.380000000000000000e+03,-4.887123712955009358e-01
1.380000000000000000e+03,-5.439178722473976269e-01
1.380000000000000000e+03,-5.771556895065891313e-01
1.380000000000000000e+03,-4.087775695007690446e-01
1.380000000000000000e+03,-2.683025656176609708e-01
1.380000000000000000e+03,-2.248499049001469741e-01
1.380000000000000000e+03,-3.106019517566732113e-01
1.380000000000000000e+03,-3.773684922132068964e-01
1.380000000000000000e+03,-5.315020766013202058e-01
1.380000000000000000e+03,-7.262879764306154895e-01
1.380000000000000000e+03,-8.874582202495341354e-01
1.380000000000000000e+03,-9.287415098420576109e-01
1.380000000000000000e+03,-8.768161066835593598e-01
1.380000000000000000e+03,-7.743093720880405151e-01
1.380000000000000000e+03,-6.095021607476429626e-01
1.380000000000000000e+03,-1.727018943698495346e-01
1.380000000000000000e+03,4.764097924875313611e-02
1.380000000000000000e+03,-1.510261134579682883e-02
1.380000000000000000e+03,-9.455721110548903630e-02
1.380000000000000000e+03,-8.160762709016157468e-02
1.380000000000000000e+03,1.016621053968212902e-02
1.380000000000000000e+03,-2.489351867653638584e-02
1.380000000000000000e+03,-1.015108371456676425e-03
1.380000000000000000e+03,-1.189407462662098597e-01
1.380000000000000000e+03,2.760884027248282011e-02
1.380000000000000000e+03,2.282758053738244072e-02
1.380000000000000000e+03,8.993601083991889511e-02
1.380000000000000000e+03,6.003977933399740757e-02
1.380000000000000000e+03,1.283410054015343650e-03
1.380000000000000000e+03,1.125509837455045958e-01
1.380000000000000000e+03,1.882008346796776588e-01
1.380000000000000000e+03,1.045967890364897929e-01
1.380000000000000000e+03,8.871403380296652430e-02
1.380000000000000000e+03,2.403702615310415180e-01
1.380000000000000000e+03,3.657544304926250711e-01
1.380000000000000000e+03,4.947682647351953622e-01
1.380000000000000000e+03,4.489171345739477181e-01
1.380000000000000000e+03,1.502796758674655730e-01
